"Year","Series","Age","Sex","Country","Region","Industry sector","Occupation","Units","Unit multiplier","Observation status","Value"
"2012/13-2016/17","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1580"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1490"
"2001/02-2003/04","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","3370"
"2004/05-2006/07","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","3020"
"2007/08-2009/10","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2760"
"2013/14-2015/16","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2130"
"2019/20-2021/22","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"2002/03-2006/07","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","3160"
"2007/08-2011/12","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2490"
"2012/13-2016/17","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2250"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","1760"
"2013/14-2015/16","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2130"
"2019/20-2021/22","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"2012/13-2016/17","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2250"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","1760"
"2001/02-2003/04","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","2610"
"2004/05-2006/07","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","2220"
"2007/08-2009/10","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1960"
"2010/11-2012/13","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2013/14-2015/16","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1680"
"2016/17-2018/19","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1540"
"2002/03-2006/07","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","2400"
"2007/08-2011/12","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1820"
"2012/13-2016/17","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1710"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1440"
"2010/11-2012/13","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2013/14-2015/16","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1680"
"2016/17-2018/19","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1540"
"2012/13-2016/17","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1710"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1440"
"2001/02-2003/04","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","3450"
"2007/08-2009/10","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2750"
"2010/11-2012/13","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2330"
"2013/14-2015/16","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1950"
"2016/17-2018/19","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1790"
"2019/20-2021/22","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1890"
"2002/03-2006/07","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","3150"
"2007/08-2011/12","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2530"
"2012/13-2016/17","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2000"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1880"
"2001/02-2003/04","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","3670"
"2004/05-2006/07","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","3470"
"2007/08-2009/10","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","2710"
"2010/11-2012/13","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","2260"
"2016/17-2018/19","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","1540"
"2019/20-2021/22","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","1390"
"2002/03-2006/07","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","3440"
"2007/08-2011/12","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","2450"
"2012/13-2016/17","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","2070"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","1400"
"2001/02-2003/04","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2240"
"2004/05-2006/07","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1840"
"2007/08-2009/10","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1830"
"2010/11-2012/13","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1160"
"2013/14-2015/16","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1420"
"2016/17-2018/19","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","950"
"2019/20-2021/22","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","900"
"2002/03-2006/07","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1850"
"2007/08-2011/12","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1550"
"2012/13-2016/17","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1220"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","960"
"2002/03-2004/05","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","2070"
"2005/06-2007/08","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1720"
"2008/09-2010/11","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1410"
"2011/12-2013/14","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1310"
"2014/15-2016/17","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1190"
"2017/18-2019/20","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","870"
"2005/06-2009/10","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2010/11-2014/15","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1300"
"2015/16-2019/20","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","960"
"2002/03-2004/05","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1940"
"2005/06-2007/08","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1750"
"2008/09-2010/11","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1450"
"2011/12-2013/14","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1120"
"2014/15-2016/17","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","990"
"2017/18-2019/20","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1000"
"2005/06-2009/10","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1640"
"2010/11-2014/15","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1140"
"2015/16-2019/20","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1000"
"2002/03-2004/05","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2310"
"2005/06-2007/08","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2230"
"2008/09-2010/11","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1960"
"2011/12-2013/14","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1720"
"2014/15-2016/17","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1730"
"2017/18-2019/20","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1490"
"2005/06-2009/10","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2180"
"2010/11-2014/15","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1680"
"2015/16-2019/20","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1610"
"2002/03-2004/05","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1100"
"2005/06-2007/08","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1040"
"2008/09-2010/11","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1030"
"2011/12-2013/14","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","750"
"2014/15-2016/17","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","660"
"2017/18-2019/20","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","740"
"2005/06-2009/10","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1050"
"2010/11-2014/15","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","790"
"2015/16-2019/20","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","690"
"2002/03-2004/05","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","6570"
"2005/06-2007/08","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","5620"
"2008/09-2010/11","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","4590"
"2011/12-2013/14","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","4050"
"2014/15-2016/17","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3930"
"2017/18-2019/20","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3930"
"2005/06-2009/10","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","5310"
"2010/11-2014/15","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","4090"
"2015/16-2019/20","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3880"
"2002/03-2004/05","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3530"
"2005/06-2007/08","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3640"
"2008/09-2010/11","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2930"
"2011/12-2013/14","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2760"
"2014/15-2016/17","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2160"
"2017/18-2019/20","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2430"
"2005/06-2009/10","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3390"
"2010/11-2014/15","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2550"
"2015/16-2019/20","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2390"
"2002/03-2004/05","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2150"
"2005/06-2007/08","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2110"
"2008/09-2010/11","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1910"
"2011/12-2013/14","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1460"
"2014/15-2016/17","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"2017/18-2019/20","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1700"
"2005/06-2009/10","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2060"
"2010/11-2014/15","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1570"
"2015/16-2019/20","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1640"
"2002/03-2004/05","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","5780"
"2005/06-2007/08","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4510"
"2008/09-2010/11","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4020"
"2011/12-2013/14","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3370"
"2014/15-2016/17","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3290"
"2017/18-2019/20","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","2530"
"2005/06-2009/10","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4420"
"2010/11-2014/15","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3430"
"2015/16-2019/20","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","2790"
"2002/03-2004/05","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","6360"
"2005/06-2007/08","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4460"
"2008/09-2010/11","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4050"
"2011/12-2013/14","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3760"
"2014/15-2016/17","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3650"
"2017/18-2019/20","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","2820"
"2005/06-2009/10","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4420"
"2010/11-2014/15","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3740"
"2015/16-2019/20","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3090"
"2002/03-2004/05","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","4850"
"2005/06-2007/08","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3920"
"2008/09-2010/11","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2850"
"2011/12-2013/14","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2970"
"2014/15-2016/17","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2610"
"2017/18-2019/20","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2770"
"2005/06-2009/10","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3630"
"2010/11-2014/15","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2700"
"2015/16-2019/20","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2750"
