"Year","Series","Age","Sex","Country","Region","Industry sector","Occupation","Units","Unit multiplier","Observation status","Value"
"2011/12","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2014/15","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1680"
"2017/18","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1540"
"","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1710"
"","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1440"
"2002/03","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","3450"
"2008/09","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2750"
"2011/12","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2330"
"2014/15","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1950"
"2017/18","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1790"
"2020/21","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1890"
"","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","3150"
"","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2530"
"","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2000"
"","Non-fatal injury","","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1880"
"2002/03","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","3670"
"2005/06","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","3470"
"2008/09","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","2710"
"2011/12","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","2260"
"2017/18","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","1540"
"2020/21","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","1390"
"","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","3440"
"","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","2450"
"","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","2070"
"","Non-fatal injury","","","","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","1400"
"2002/03","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2240"
"2005/06","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1840"
"2008/09","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1830"
"2011/12","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1160"
"2014/15","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1420"
"2017/18","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","950"
"2020/21","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","900"
"","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1850"
"","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1550"
"","Non-fatal injury","","","","","Other service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1220"
"","Non-fatal injury","","","","","Other service activities","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","960"
"2003/04","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","2070"
"2006/07","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1720"
"2009/10","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1410"
"2012/13","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1310"
"2015/16","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1190"
"2018/19","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","870"
"","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"","Non-fatal injury","","","","","","Managers, directors and senior officials","Rate per 100,000 (3 year average)","Units","Estimated Value","1300"
"2003/04","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1940"
"2006/07","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1750"
"2009/10","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1450"
"2012/13","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1120"
"2015/16","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","990"
"2018/19","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1000"
"","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1640"
"","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1140"
"","Non-fatal injury","","","","","","Professional occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1000"
"2003/04","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2310"
"2006/07","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2230"
"2009/10","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1960"
"2012/13","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1720"
"2015/16","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1730"
"2018/19","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1490"
"","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2180"
"","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1680"
"","Non-fatal injury","","","","","","Associate professional and technical occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1610"
"2003/04","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1100"
"2006/07","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1040"
"2009/10","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1030"
"2012/13","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","750"
"2015/16","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","660"
"2018/19","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","740"
"","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1050"
"","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","790"
"","Non-fatal injury","","","","","","Administrative and secretarial occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","690"
"2003/04","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","6570"
"2006/07","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","5620"
"2009/10","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","4590"
"2012/13","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","4050"
"2015/16","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3930"
"2018/19","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3930"
"","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","5310"
"","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","4090"
"","Non-fatal injury","","","","","","Skilled trades occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3880"
"2003/04","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3530"
"2006/07","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3640"
"2009/10","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2930"
"2012/13","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2760"
"2015/16","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2160"
"2018/19","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2430"
"","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3390"
"","Non-fatal injury","","","","","","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2390"
"2003/04","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2150"
"2006/07","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2110"
"2009/10","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1910"
"2012/13","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1460"
"2015/16","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"2018/19","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1700"
"","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2060"
"","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1570"
"","Non-fatal injury","","","","","","Sales and customer service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","1640"
"2003/04","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","5780"
"2006/07","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4510"
"2009/10","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4020"
"2012/13","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3370"
"2015/16","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3290"
"2018/19","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","2530"
"","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3430"
"","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","2790"
"2003/04","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","6360"
"2006/07","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4460"
"2009/10","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4050"
"2012/13","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3760"
"2015/16","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3650"
"2018/19","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","2820"
"","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3740"
"","Non-fatal injury","","","","","","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","3090"
"2003/04","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","4850"
"2006/07","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3920"
"2009/10","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2850"
"2012/13","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2970"
"2015/16","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2610"
"2018/19","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2770"
"","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","3630"
"","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2700"
"","Non-fatal injury","","","","","","Elementary occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2750"
