"Year","Series","Bank account category","Sex","Age","Unit measure","Unit multiplier","Observation status","Value"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","60-64","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","85+","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","","Percentage (%)","Units","Normal value","12"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","16-24","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","25-34","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","35-44","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","45-54","Percentage (%)","Units","Normal value","9"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","55-59","Percentage (%)","Units","Normal value","13"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","60-64","Percentage (%)","Units","Normal value","19"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","65-74","Percentage (%)","Units","Normal value","21"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","75-84","Percentage (%)","Units","Normal value","21"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Female","85+","Percentage (%)","Units","Normal value","25"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","45-54","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","55-59","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","60-64","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","65-74","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","75-84","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Female","85+","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","25-34","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","35-44","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","45-54","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","60-64","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Female","85+","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","35-44","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","45-54","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","55-59","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","60-64","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Female","85+","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","45-54","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","60-64","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Female","85+","Percentage (%)","Units","Normal value","1"
