"Year","Series","Cause of death","Country","Sex","Observation status","Unit multiplier","Units","GeoCode","Value"
2019,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Female","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Male","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Female","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Male","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Female","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Male","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Female","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","England","Male","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","England","Female","Normal value","","Number","E92000001","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","4"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Male","Normal value","","Number","E92000001","2"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Female","Normal value","","Number","E92000001","2"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Male","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","","Normal value","","Number","W92000004","4"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","Male","Normal value","","Number","W92000004","4"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","Male","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","Male","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","Male","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","Male","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","Male","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","Male","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","Male","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","","Normal value","","Number","W92000004","1"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Male","Normal value","","Number","W92000004","1"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","","Normal value","","Number","","1"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","Male","Normal value","","Number","","1"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","Female","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","","Normal value","","Number","","40"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","Male","Normal value","","Number","","25"
2019,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","Female","Normal value","","Number","","15"
2019,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","Male","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","Female","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of lightning","","","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of lightning","","Male","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of lightning","","Female","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of earthquake","","","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of earthquake","","Male","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of earthquake","","Female","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","Male","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","Female","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","Male","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","Female","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","Male","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","Female","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","","","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","","Male","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Victim of flood","","Female","Normal value","","Number","","0"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","","Normal value","","Number","","5"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","Male","Normal value","","Number","","3"
2019,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","Female","Normal value","","Number","","2"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","","Normal value","","Number","E92000001","10"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Male","Normal value","","Number","E92000001","7"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Female","Normal value","","Number","E92000001","3"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","","Normal value","","Number","E92000001","29"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Male","Normal value","","Number","E92000001","18"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Female","Normal value","","Number","E92000001","11"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","","Normal value","","Number","E92000001","1"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Male","Normal value","","Number","E92000001","1"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Female","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","England","","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Male","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Female","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Male","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Female","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Male","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Female","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Male","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Female","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Male","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Female","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","England","Male","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","England","Female","Normal value","","Number","E92000001","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","6"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Male","Normal value","","Number","E92000001","3"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Female","Normal value","","Number","E92000001","3"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","","Normal value","","Number","W92000004","3"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","Male","Normal value","","Number","W92000004","1"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","Female","Normal value","","Number","W92000004","2"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Male","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Female","Normal value","","Number","W92000004","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","","Normal value","","Number","","10"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","Male","Normal value","","Number","","7"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","Female","Normal value","","Number","","3"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","","Normal value","","Number","","32"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","Male","Normal value","","Number","","19"
2020,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","Female","Normal value","","Number","","13"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","","Normal value","","Number","","1"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","Male","Normal value","","Number","","1"
2020,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","Female","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","","","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","","Male","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of lightning","","Female","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","","","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","","Male","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of earthquake","","Female","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","Male","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","Female","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","Male","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","Female","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","Male","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","Female","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","","","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","","Male","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Victim of flood","","Female","Normal value","","Number","","0"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","","Normal value","","Number","","6"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","Male","Normal value","","Number","","3"
2020,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","Female","Normal value","","Number","","3"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","","Normal value","","Number","E92000001","1"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Male","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Female","Normal value","","Number","E92000001","1"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","","Normal value","","Number","E92000001","31"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Male","Normal value","","Number","E92000001","19"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Female","Normal value","","Number","E92000001","12"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Male","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Female","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","England","","Normal value","","Number","E92000001","2"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Male","Normal value","","Number","E92000001","1"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Female","Normal value","","Number","E92000001","1"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Male","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Female","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Male","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Female","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Male","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Female","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Male","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Female","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","England","Male","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","England","Female","Normal value","","Number","E92000001","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","2"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Male","Normal value","","Number","E92000001","1"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Female","Normal value","","Number","E92000001","1"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Male","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","","Normal value","","Number","W92000004","8"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","Male","Normal value","","Number","W92000004","5"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","Female","Normal value","","Number","W92000004","3"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","Male","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","Male","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","Male","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","Male","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","","Normal value","","Number","W92000004","1"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","Male","Normal value","","Number","W92000004","1"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","Male","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","Male","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Male","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Female","Normal value","","Number","W92000004","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","","Normal value","","Number","","1"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","Male","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","","Female","Normal value","","Number","","1"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","","Normal value","","Number","","39"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","Male","Normal value","","Number","","24"
2021,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","","Female","Normal value","","Number","","15"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","Male","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to sunlight","","Female","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","","","Normal value","","Number","","2"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","","Male","Normal value","","Number","","1"
2021,"Number of deaths from exposure to forces of nature","Victim of lightning","","Female","Normal value","","Number","","1"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","","","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","","Male","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of earthquake","","Female","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","Male","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","","Female","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","","Normal value","","Number","","1"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","Male","Normal value","","Number","","1"
2021,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","","Female","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","Male","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","","Female","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","","","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","","Male","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Victim of flood","","Female","Normal value","","Number","","0"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","","Normal value","","Number","","2"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","Male","Normal value","","Number","","1"
2021,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","","Female","Normal value","","Number","","1"
2013,"Number of deaths from exposure to forces of nature","","England","","Normal value","","Number","E92000001","91"
2013,"Number of deaths from exposure to forces of nature","","England","Male","Normal value","","Number","E92000001","53"
2013,"Number of deaths from exposure to forces of nature","","England","Female","Normal value","","Number","E92000001","38"
2013,"Number of deaths from exposure to forces of nature","","Wales","","Normal value","","Number","W92000004","6"
2013,"Number of deaths from exposure to forces of nature","","Wales","Male","Normal value","","Number","W92000004","3"
2013,"Number of deaths from exposure to forces of nature","","Wales","Female","Normal value","","Number","W92000004","3"
