"Year","Series","Drug group","Local authority","Sex","Age","Ethnicity","Units","Observation status","Value"
"2020/21","People in treatment","Alcohol","","Female","30 to 49","Other","Number","Normal value",110
"2020/21","People in treatment","Alcohol","","Female","30 to 49","White","Number","Normal value",19903
"2020/21","People in treatment","Alcohol","","Female","50 and over","","Number","Normal value",13130
"2020/21","People in treatment","Alcohol","","Female","50 and over","Asian","Number","Normal value",114
"2020/21","People in treatment","Alcohol","","Female","50 and over","Black","Number","Normal value",257
"2020/21","People in treatment","Alcohol","","Female","50 and over","Mixed","Number","Normal value",169
"2020/21","People in treatment","Alcohol","","Female","50 and over","Other","Number","Normal value",38
"2020/21","People in treatment","Alcohol","","Female","50 and over","White","Number","Normal value",12262
"2020/21","People in treatment","Alcohol","","Male","","","Number","Normal value",65722
"2020/21","People in treatment","Alcohol","","Male","","Asian","Number","Normal value",2874
"2020/21","People in treatment","Alcohol","","Male","","Black","Number","Normal value",1706
"2020/21","People in treatment","Alcohol","","Male","","Mixed","Number","Normal value",1193
"2020/21","People in treatment","Alcohol","","Male","","Other","Number","Normal value",455
"2020/21","People in treatment","Alcohol","","Male","","White","Number","Normal value",57807
"2020/21","People in treatment","Alcohol","","Male","18 to 29","","Number","Normal value",10021
"2020/21","People in treatment","Alcohol","","Male","18 to 29","Asian","Number","Normal value",361
"2020/21","People in treatment","Alcohol","","Male","18 to 29","Black","Number","Normal value",315
"2020/21","People in treatment","Alcohol","","Male","18 to 29","Mixed","Number","Normal value",306
"2020/21","People in treatment","Alcohol","","Male","18 to 29","Other","Number","Normal value",73
"2020/21","People in treatment","Alcohol","","Male","18 to 29","White","Number","Normal value",8665
"2020/21","People in treatment","Alcohol","","Male","30 to 49","","Number","Normal value",35800
"2020/21","People in treatment","Alcohol","","Male","30 to 49","Asian","Number","Normal value",1845
"2020/21","People in treatment","Alcohol","","Male","30 to 49","Black","Number","Normal value",902
"2020/21","People in treatment","Alcohol","","Male","30 to 49","Mixed","Number","Normal value",687
"2020/21","People in treatment","Alcohol","","Male","30 to 49","Other","Number","Normal value",293
"2020/21","People in treatment","Alcohol","","Male","30 to 49","White","Number","Normal value",31163
"2020/21","People in treatment","Alcohol","","Male","50 and over","","Number","Normal value",19901
"2020/21","People in treatment","Alcohol","","Male","50 and over","Asian","Number","Normal value",668
"2020/21","People in treatment","Alcohol","","Male","50 and over","Black","Number","Normal value",489
"2020/21","People in treatment","Alcohol","","Male","50 and over","Mixed","Number","Normal value",200
"2020/21","People in treatment","Alcohol","","Male","50 and over","Other","Number","Normal value",89
"2020/21","People in treatment","Alcohol","","Male","50 and over","White","Number","Normal value",17979
"2020/21","People in treatment","Alcohol","Barnet","","","","Number","Normal value",515
"2020/21","People in treatment","Alcohol","Barnet","","","Asian","Number","Normal value",50
"2020/21","People in treatment","Alcohol","Barnet","","","Black","Number","Normal value",50
"2020/21","People in treatment","Alcohol","Barnet","","","Mixed","Number","Normal value",15
"2020/21","People in treatment","Alcohol","Barnet","","","Other","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","","","White","Number","Normal value",370
"2020/21","People in treatment","Alcohol","Barnet","","18 to 29","","Number","Normal value",100
"2020/21","People in treatment","Alcohol","Barnet","","18 to 29","Asian","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","","18 to 29","Black","Number","Normal value",15
"2020/21","People in treatment","Alcohol","Barnet","","18 to 29","Mixed","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","","18 to 29","Other","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","","18 to 29","White","Number","Normal value",60
"2020/21","People in treatment","Alcohol","Barnet","","30 to 49","","Number","Normal value",265
"2020/21","People in treatment","Alcohol","Barnet","","30 to 49","Asian","Number","Normal value",30
"2020/21","People in treatment","Alcohol","Barnet","","30 to 49","Black","Number","Normal value",25
"2020/21","People in treatment","Alcohol","Barnet","","30 to 49","Mixed","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","","30 to 49","Other","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","","30 to 49","White","Number","Normal value",190
"2020/21","People in treatment","Alcohol","Barnet","","50 and over","","Number","Normal value",145
"2020/21","People in treatment","Alcohol","Barnet","","50 and over","Asian","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","","50 and over","Black","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","","50 and over","Mixed","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","","50 and over","Other","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","","50 and over","White","Number","Normal value",120
"2020/21","People in treatment","Alcohol","Barnet","Female","","","Number","Normal value",190
"2020/21","People in treatment","Alcohol","Barnet","Female","","Asian","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","Female","","Black","Number","Normal value",20
"2020/21","People in treatment","Alcohol","Barnet","Female","","Mixed","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","Female","","Other","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Female","","White","Number","Normal value",135
"2020/21","People in treatment","Alcohol","Barnet","Female","18 to 29","","Number","Normal value",45
"2020/21","People in treatment","Alcohol","Barnet","Female","18 to 29","Asian","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Female","18 to 29","Black","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","Female","18 to 29","Mixed","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","Female","18 to 29","Other","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Female","18 to 29","White","Number","Normal value",30
"2020/21","People in treatment","Alcohol","Barnet","Female","30 to 49","","Number","Normal value",95
"2020/21","People in treatment","Alcohol","Barnet","Female","30 to 49","Asian","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","Female","30 to 49","Black","Number","Normal value",15
"2020/21","People in treatment","Alcohol","Barnet","Female","30 to 49","Mixed","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Female","30 to 49","Other","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Female","30 to 49","White","Number","Normal value",65
"2020/21","People in treatment","Alcohol","Barnet","Female","50 and over","","Number","Normal value",50
"2020/21","People in treatment","Alcohol","Barnet","Female","50 and over","Asian","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Female","50 and over","Black","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Female","50 and over","Mixed","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","Female","50 and over","Other","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Female","50 and over","White","Number","Normal value",40
"2020/21","People in treatment","Alcohol","Barnet","Male","","","Number","Normal value",325
"2020/21","People in treatment","Alcohol","Barnet","Male","","Asian","Number","Normal value",40
"2020/21","People in treatment","Alcohol","Barnet","Male","","Black","Number","Normal value",25
"2020/21","People in treatment","Alcohol","Barnet","Male","","Mixed","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","Male","","Other","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","Male","","White","Number","Normal value",235
"2020/21","People in treatment","Alcohol","Barnet","Male","18 to 29","","Number","Normal value",55
"2020/21","People in treatment","Alcohol","Barnet","Male","18 to 29","Asian","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","Male","18 to 29","Black","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","Male","18 to 29","Mixed","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","Male","18 to 29","Other","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Male","18 to 29","White","Number","Normal value",35
"2020/21","People in treatment","Alcohol","Barnet","Male","30 to 49","","Number","Normal value",170
"2020/21","People in treatment","Alcohol","Barnet","Male","30 to 49","Asian","Number","Normal value",25
"2020/21","People in treatment","Alcohol","Barnet","Male","30 to 49","Black","Number","Normal value",10
"2020/21","People in treatment","Alcohol","Barnet","Male","30 to 49","Mixed","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Male","30 to 49","Other","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","Male","30 to 49","White","Number","Normal value",120
"2020/21","People in treatment","Alcohol","Barnet","Male","50 and over","","Number","Normal value",100
"2020/21","People in treatment","Alcohol","Barnet","Male","50 and over","Asian","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","Male","50 and over","Black","Number","Normal value",5
"2020/21","People in treatment","Alcohol","Barnet","Male","50 and over","Mixed","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Male","50 and over","Other","Number","Normal value",0
"2020/21","People in treatment","Alcohol","Barnet","Male","50 and over","White","Number","Normal value",80
"2021/22","People in treatment","Alcohol","","","","","Number","Normal value",119075
"2021/22","People in treatment","Alcohol","","","","Asian","Number","Normal value",3869
"2021/22","People in treatment","Alcohol","","","","Black","Number","Normal value",3364
"2021/22","People in treatment","Alcohol","","","","Mixed","Number","Normal value",2682
"2021/22","People in treatment","Alcohol","","","","Other","Number","Normal value",765
"2021/22","People in treatment","Alcohol","","","","White","Number","Normal value",105510
"2021/22","People in treatment","Alcohol","","","18 to 29","","Number","Normal value",17774
"2021/22","People in treatment","Alcohol","","","18 to 29","Asian","Number","Normal value",510
"2021/22","People in treatment","Alcohol","","","18 to 29","Black","Number","Normal value",656
"2021/22","People in treatment","Alcohol","","","18 to 29","Mixed","Number","Normal value",696
"2021/22","People in treatment","Alcohol","","","18 to 29","Other","Number","Normal value",141
"2021/22","People in treatment","Alcohol","","","18 to 29","White","Number","Normal value",15190
"2021/22","People in treatment","Alcohol","","","30 to 49","","Number","Normal value",63505
"2021/22","People in treatment","Alcohol","","","30 to 49","Asian","Number","Normal value",2467
"2021/22","People in treatment","Alcohol","","","30 to 49","Black","Number","Normal value",1800
"2021/22","People in treatment","Alcohol","","","30 to 49","Mixed","Number","Normal value",1494
"2021/22","People in treatment","Alcohol","","","30 to 49","Other","Number","Normal value",459
"2021/22","People in treatment","Alcohol","","","30 to 49","White","Number","Normal value",55780
"2021/22","People in treatment","Alcohol","","","50 and over","","Number","Normal value",37796
"2021/22","People in treatment","Alcohol","","","50 and over","Asian","Number","Normal value",892
"2021/22","People in treatment","Alcohol","","","50 and over","Black","Number","Normal value",908
"2021/22","People in treatment","Alcohol","","","50 and over","Mixed","Number","Normal value",492
"2021/22","People in treatment","Alcohol","","","50 and over","Other","Number","Normal value",165
"2021/22","People in treatment","Alcohol","","","50 and over","White","Number","Normal value",34540
"2021/22","People in treatment","Alcohol","","Female","","","Number","Normal value",45638
"2021/22","People in treatment","Alcohol","","Female","","Asian","Number","Normal value",661
"2021/22","People in treatment","Alcohol","","Female","","Black","Number","Normal value",1322
"2021/22","People in treatment","Alcohol","","Female","","Mixed","Number","Normal value",1214
"2021/22","People in treatment","Alcohol","","Female","","Other","Number","Normal value",244
"2021/22","People in treatment","Alcohol","","Female","","White","Number","Normal value",41028
"2021/22","People in treatment","Alcohol","","Female","18 to 29","","Number","Normal value",6953
"2021/22","People in treatment","Alcohol","","Female","18 to 29","Asian","Number","Normal value",144
"2021/22","People in treatment","Alcohol","","Female","18 to 29","Black","Number","Normal value",312
"2021/22","People in treatment","Alcohol","","Female","18 to 29","Mixed","Number","Normal value",351
"2021/22","People in treatment","Alcohol","","Female","18 to 29","Other","Number","Normal value",61
"2021/22","People in treatment","Alcohol","","Female","18 to 29","White","Number","Normal value",5827
"2021/22","People in treatment","Alcohol","","Female","30 to 49","","Number","Normal value",23571
"2021/22","People in treatment","Alcohol","","Female","30 to 49","Asian","Number","Normal value",396
"2021/22","People in treatment","Alcohol","","Female","30 to 49","Black","Number","Normal value",703
"2021/22","People in treatment","Alcohol","","Female","30 to 49","Mixed","Number","Normal value",652
"2021/22","People in treatment","Alcohol","","Female","30 to 49","Other","Number","Normal value",129
"2021/22","People in treatment","Alcohol","","Female","30 to 49","White","Number","Normal value",21118
"2021/22","People in treatment","Alcohol","","Female","50 and over","","Number","Normal value",15114
"2021/22","People in treatment","Alcohol","","Female","50 and over","Asian","Number","Normal value",121
"2021/22","People in treatment","Alcohol","","Female","50 and over","Black","Number","Normal value",307
"2021/22","People in treatment","Alcohol","","Female","50 and over","Mixed","Number","Normal value",211
"2021/22","People in treatment","Alcohol","","Female","50 and over","Other","Number","Normal value",54
"2021/22","People in treatment","Alcohol","","Female","50 and over","White","Number","Normal value",14083
"2021/22","People in treatment","Alcohol","","Male","","","Number","Normal value",73437
"2021/22","People in treatment","Alcohol","","Male","","Asian","Number","Normal value",3208
"2021/22","People in treatment","Alcohol","","Male","","Black","Number","Normal value",2042
"2021/22","People in treatment","Alcohol","","Male","","Mixed","Number","Normal value",1468
"2021/22","People in treatment","Alcohol","","Male","","Other","Number","Normal value",521
"2021/22","People in treatment","Alcohol","","Male","","White","Number","Normal value",64482
"2021/22","People in treatment","Alcohol","","Male","18 to 29","","Number","Normal value",10821
"2021/22","People in treatment","Alcohol","","Male","18 to 29","Asian","Number","Normal value",366
"2021/22","People in treatment","Alcohol","","Male","18 to 29","Black","Number","Normal value",344
"2021/22","People in treatment","Alcohol","","Male","18 to 29","Mixed","Number","Normal value",345
"2021/22","People in treatment","Alcohol","","Male","18 to 29","Other","Number","Normal value",80
"2021/22","People in treatment","Alcohol","","Male","18 to 29","White","Number","Normal value",9363
"2021/22","People in treatment","Alcohol","","Male","30 to 49","","Number","Normal value",39934
"2021/22","People in treatment","Alcohol","","Male","30 to 49","Asian","Number","Normal value",2071
"2021/22","People in treatment","Alcohol","","Male","30 to 49","Black","Number","Normal value",1097
"2021/22","People in treatment","Alcohol","","Male","30 to 49","Mixed","Number","Normal value",842
"2021/22","People in treatment","Alcohol","","Male","30 to 49","Other","Number","Normal value",330
"2021/22","People in treatment","Alcohol","","Male","30 to 49","White","Number","Normal value",34662
"2021/22","People in treatment","Alcohol","","Male","50 and over","","Number","Normal value",22682
"2021/22","People in treatment","Alcohol","","Male","50 and over","Asian","Number","Normal value",771
"2021/22","People in treatment","Alcohol","","Male","50 and over","Black","Number","Normal value",601
"2021/22","People in treatment","Alcohol","","Male","50 and over","Mixed","Number","Normal value",281
"2021/22","People in treatment","Alcohol","","Male","50 and over","Other","Number","Normal value",111
"2021/22","People in treatment","Alcohol","","Male","50 and over","White","Number","Normal value",20457
"2021/22","People in treatment","Alcohol","Barnet","","","","Number","Normal value",670
"2021/22","People in treatment","Alcohol","Barnet","","","Asian","Number","Normal value",55
"2021/22","People in treatment","Alcohol","Barnet","","","Black","Number","Normal value",65
"2021/22","People in treatment","Alcohol","Barnet","","","Mixed","Number","Normal value",35
"2021/22","People in treatment","Alcohol","Barnet","","","Other","Number","Normal value",15
"2021/22","People in treatment","Alcohol","Barnet","","","White","Number","Normal value",480
"2021/22","People in treatment","Alcohol","Barnet","","18 to 29","","Number","Normal value",120
"2021/22","People in treatment","Alcohol","Barnet","","18 to 29","Asian","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","","18 to 29","Black","Number","Normal value",15
"2021/22","People in treatment","Alcohol","Barnet","","18 to 29","Mixed","Number","Normal value",15
"2021/22","People in treatment","Alcohol","Barnet","","18 to 29","Other","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","","18 to 29","White","Number","Normal value",75
"2021/22","People in treatment","Alcohol","Barnet","","30 to 49","","Number","Normal value",340
"2021/22","People in treatment","Alcohol","Barnet","","30 to 49","Asian","Number","Normal value",35
"2021/22","People in treatment","Alcohol","Barnet","","30 to 49","Black","Number","Normal value",35
"2021/22","People in treatment","Alcohol","Barnet","","30 to 49","Mixed","Number","Normal value",10
"2021/22","People in treatment","Alcohol","Barnet","","30 to 49","Other","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","","30 to 49","White","Number","Normal value",235
"2021/22","People in treatment","Alcohol","Barnet","","50 and over","","Number","Normal value",210
"2021/22","People in treatment","Alcohol","Barnet","","50 and over","Asian","Number","Normal value",10
"2021/22","People in treatment","Alcohol","Barnet","","50 and over","Black","Number","Normal value",15
"2021/22","People in treatment","Alcohol","Barnet","","50 and over","Mixed","Number","Normal value",10
"2021/22","People in treatment","Alcohol","Barnet","","50 and over","Other","Number","Normal value",0
"2021/22","People in treatment","Alcohol","Barnet","","50 and over","White","Number","Normal value",165
"2021/22","People in treatment","Alcohol","Barnet","Female","","","Number","Normal value",245
"2021/22","People in treatment","Alcohol","Barnet","Female","","Asian","Number","Normal value",15
"2021/22","People in treatment","Alcohol","Barnet","Female","","Black","Number","Normal value",25
"2021/22","People in treatment","Alcohol","Barnet","Female","","Mixed","Number","Normal value",20
"2021/22","People in treatment","Alcohol","Barnet","Female","","Other","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Female","","White","Number","Normal value",170
"2021/22","People in treatment","Alcohol","Barnet","Female","18 to 29","","Number","Normal value",50
"2021/22","People in treatment","Alcohol","Barnet","Female","18 to 29","Asian","Number","Normal value",0
"2021/22","People in treatment","Alcohol","Barnet","Female","18 to 29","Black","Number","Normal value",10
"2021/22","People in treatment","Alcohol","Barnet","Female","18 to 29","Mixed","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Female","18 to 29","Other","Number","Normal value",0
"2021/22","People in treatment","Alcohol","Barnet","Female","18 to 29","White","Number","Normal value",35
"2021/22","People in treatment","Alcohol","Barnet","Female","30 to 49","","Number","Normal value",120
"2021/22","People in treatment","Alcohol","Barnet","Female","30 to 49","Asian","Number","Normal value",10
"2021/22","People in treatment","Alcohol","Barnet","Female","30 to 49","Black","Number","Normal value",15
"2021/22","People in treatment","Alcohol","Barnet","Female","30 to 49","Mixed","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Female","30 to 49","Other","Number","Normal value",0
"2021/22","People in treatment","Alcohol","Barnet","Female","30 to 49","White","Number","Normal value",80
"2021/22","People in treatment","Alcohol","Barnet","Female","50 and over","","Number","Normal value",65
"2021/22","People in treatment","Alcohol","Barnet","Female","50 and over","Asian","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Female","50 and over","Black","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Female","50 and over","Mixed","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Female","50 and over","Other","Number","Normal value",0
"2021/22","People in treatment","Alcohol","Barnet","Female","50 and over","White","Number","Normal value",55
"2021/22","People in treatment","Alcohol","Barnet","Male","","","Number","Normal value",425
"2021/22","People in treatment","Alcohol","Barnet","Male","","Asian","Number","Normal value",45
"2021/22","People in treatment","Alcohol","Barnet","Male","","Black","Number","Normal value",35
"2021/22","People in treatment","Alcohol","Barnet","Male","","Mixed","Number","Normal value",20
"2021/22","People in treatment","Alcohol","Barnet","Male","","Other","Number","Normal value",10
"2021/22","People in treatment","Alcohol","Barnet","Male","","White","Number","Normal value",310
"2021/22","People in treatment","Alcohol","Barnet","Male","18 to 29","","Number","Normal value",65
"2021/22","People in treatment","Alcohol","Barnet","Male","18 to 29","Asian","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Male","18 to 29","Black","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Male","18 to 29","Mixed","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Male","18 to 29","Other","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Male","18 to 29","White","Number","Normal value",40
"2021/22","People in treatment","Alcohol","Barnet","Male","30 to 49","","Number","Normal value",220
"2021/22","People in treatment","Alcohol","Barnet","Male","30 to 49","Asian","Number","Normal value",30
"2021/22","People in treatment","Alcohol","Barnet","Male","30 to 49","Black","Number","Normal value",15
"2021/22","People in treatment","Alcohol","Barnet","Male","30 to 49","Mixed","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Male","30 to 49","Other","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Male","30 to 49","White","Number","Normal value",155
"2021/22","People in treatment","Alcohol","Barnet","Male","50 and over","","Number","Normal value",140
"2021/22","People in treatment","Alcohol","Barnet","Male","50 and over","Asian","Number","Normal value",10
"2021/22","People in treatment","Alcohol","Barnet","Male","50 and over","Black","Number","Normal value",10
"2021/22","People in treatment","Alcohol","Barnet","Male","50 and over","Mixed","Number","Normal value",5
"2021/22","People in treatment","Alcohol","Barnet","Male","50 and over","Other","Number","Normal value",0
"2021/22","People in treatment","Alcohol","Barnet","Male","50 and over","White","Number","Normal value",110
"2017/18","Met need (%)","Alcohol","Barnet","","18 and over","","Percentage (%)","Normal value",13.6244254760341
"2017/18","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",17.6336957633184
"2016/17","Met need (%)","Alcohol","Barnet","","18 and over","","Percentage (%)","Normal value",12.7659574468085
"2016/17","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",18.4511654198516
"2015/16","Met need (%)","Alcohol","Barnet","","18 and over","","Percentage (%)","Normal value",17.3324529547706
"2015/16","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",19.0015708493327
"2010/11","Met need (%)","Alcohol","Barnet","","18 and over","","Percentage (%)","Normal value",13.6423405654175
"2011/12","Met need (%)","Alcohol","Barnet","","18 and over","","Percentage (%)","Normal value",13.2482826300294
"2012/13","Met need (%)","Alcohol","Barnet","","18 and over","","Percentage (%)","Normal value",19.5723684210526
"2013/14","Met need (%)","Alcohol","Barnet","","18 and over","","Percentage (%)","Normal value",21.9709208400646
"2014/15","Met need (%)","Alcohol","Barnet","","18 and over","","Percentage (%)","Normal value",19.1072575465639
"2010/11","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",20.0082964125761
"2011/12","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",19.6774666218464
"2012/13","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",19.9086254403645
"2013/14","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",20.208452801336
"2014/15","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",19.6989911481823
"2018/19","Met need (%)","Alcohol","Warwickshire","","18 and over","","Percentage (%)","Normal value",20.10206787
"2018/19","Met need (%)","Alcohol","West Sussex","","18 and over","","Percentage (%)","Normal value",21.7553514
"2018/19","Met need (%)","Alcohol","Worcestershire","","18 and over","","Percentage (%)","Normal value",19.44934476
"2019/20","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",17.69358118
"2019/20","Met need (%)","Alcohol","Hartlepool","","18 and over","","Percentage (%)","Normal value",23.23207172
"2019/20","Met need (%)","Alcohol","Middlesbrough","","18 and over","","Percentage (%)","Normal value",20.11661808
"2019/20","Met need (%)","Alcohol","Redcar and Cleveland","","18 and over","","Percentage (%)","Normal value",24.89626556
"2019/20","Met need (%)","Alcohol","Stockton-on-Tees","","18 and over","","Percentage (%)","Normal value",20
"2019/20","Met need (%)","Alcohol","Darlington","","18 and over","","Percentage (%)","Normal value",19.50867052
"2019/20","Met need (%)","Alcohol","Halton","","18 and over","","Percentage (%)","Normal value",18.70835469
"2020/21","Met need (%)","Alcohol","","","18 and over","","Percentage (%)","Normal value",18.12343668
"2020/21","Met need (%)","Alcohol","Hartlepool","","18 and over","","Percentage (%)","Normal value",23.90438247
"2020/21","Met need (%)","Alcohol","Middlesbrough","","18 and over","","Percentage (%)","Normal value",15.18685396
"2020/21","Met need (%)","Alcohol","Redcar and Cleveland","","18 and over","","Percentage (%)","Normal value",23.08091286
"2020/21","Met need (%)","Alcohol","Stockton-on-Tees","","18 and over","","Percentage (%)","Normal value",18.41880342
"2020/21","Met need (%)","Alcohol","Darlington","","18 and over","","Percentage (%)","Normal value",20.66473988
"2020/21","Met need (%)","Alcohol","Halton","","18 and over","","Percentage (%)","Normal value",17.7857509
"2018/19","Met need (%)","Opiates","West Sussex","","15 to 64","","Percentage (%)","Normal value",47.69210933
"2018/19","Met need (%)","Opiates","Worcestershire","","15 to 64","","Percentage (%)","Normal value",45.38325323
"2019/20","Met need (%)","Opiates","","","15 to 64","","Percentage (%)","Normal value",47.85225404
"2019/20","Met need (%)","Opiates","Hartlepool","","15 to 64","","Percentage (%)","Normal value",51.22985581
"2019/20","Met need (%)","Opiates","Middlesbrough","","15 to 64","","Percentage (%)","Normal value",58.92384594
"2019/20","Met need (%)","Opiates","Warwickshire","","15 to 64","","Percentage (%)","Normal value",50.14299333
"2019/20","Met need (%)","Opiates","West Sussex","","15 to 64","","Percentage (%)","Normal value",47.38267149
"2019/20","Met need (%)","Opiates","Worcestershire","","15 to 64","","Percentage (%)","Normal value",46.74930433
"2020/21","Met need (%)","Opiates","","","15 to 64","","Percentage (%)","Normal value",47.89682691
"2020/21","Met need (%)","Opiates","Hartlepool","","15 to 64","","Percentage (%)","Normal value",54.62256149
"2020/21","Met need (%)","Opiates","Middlesbrough","","15 to 64","","Percentage (%)","Normal value",58.2622758
"2020/21","Met need (%)","Opiates","Redcar and Cleveland","","15 to 64","","Percentage (%)","Normal value",53.58807083
"2020/21","Met need (%)","Opiates","Stockton-on-Tees","","15 to 64","","Percentage (%)","Normal value",53.82206668
"2017/18","Estimated prevalence","Alcohol","Derby","","18 and over","","Number","Normal value",3378
"2017/18","Estimated prevalence","Alcohol","Derbyshire","","18 and over","","Number","Normal value",8688
"2017/18","Estimated prevalence","Alcohol","Leicester","","18 and over","","Number","Normal value",4210
"2017/18","Estimated prevalence","Alcohol","Leicestershire","","18 and over","","Number","Normal value",5457
"2017/18","Estimated prevalence","Alcohol","Lincolnshire","","18 and over","","Number","Normal value",6916
"2017/18","Estimated prevalence","Alcohol","Northamptonshire","","18 and over","","Number","Normal value",6603
"2017/18","Estimated prevalence","Alcohol","Nottingham","","18 and over","","Number","Normal value",5014
"2017/18","Estimated prevalence","Alcohol","Nottinghamshire","","18 and over","","Number","Normal value",8349
"2017/18","Estimated prevalence","Alcohol","Rutland","","18 and over","","Number","Normal value",271
"2017/18","Estimated prevalence","Alcohol","Bedford","","18 and over","","Number","Normal value",1474
"2017/18","Estimated prevalence","Alcohol","Cambridgeshire","","18 and over","","Number","Normal value",5674
"2017/18","Estimated prevalence","Alcohol","Central Bedfordshire","","18 and over","","Number","Normal value",1942
"2017/18","Estimated prevalence","Alcohol","Essex","","18 and over","","Number","Normal value",12505
"2017/18","Estimated prevalence","Alcohol","Hertfordshire","","18 and over","","Number","Normal value",8637
"2017/18","Estimated prevalence","Alcohol","Luton","","18 and over","","Number","Normal value",2181
"2017/18","Estimated prevalence","Alcohol","Milton Keynes","","18 and over","","Number","Normal value",2200
"2017/18","Estimated prevalence","Alcohol","Norfolk","","18 and over","","Number","Normal value",8840
"2017/18","Estimated prevalence","Alcohol","Peterborough","","18 and over","","Number","Normal value",2405
"2017/18","Estimated prevalence","Alcohol","Southend-on-Sea","","18 and over","","Number","Normal value",2026
"2017/18","Estimated prevalence","Alcohol","Suffolk","","18 and over","","Number","Normal value",6609
"2017/18","Estimated prevalence","Alcohol","Thurrock","","18 and over","","Number","Normal value",1574
"2017/18","Estimated prevalence","Alcohol","Barking and Dagenham","","18 and over","","Number","Normal value",2202
"2017/18","Estimated prevalence","Alcohol","Barnet","","18 and over","","Number","Normal value",3046
"2017/18","Estimated prevalence","Alcohol","Bexley","","18 and over","","Number","Normal value",2096
"2017/18","Estimated prevalence","Alcohol","Brent","","18 and over","","Number","Normal value",3294
"2017/18","Estimated prevalence","Alcohol","Bromley","","18 and over","","Number","Normal value",2537
"2017/18","Estimated prevalence","Alcohol","Camden","","18 and over","","Number","Normal value",3261
"2017/18","Estimated prevalence","Alcohol","City of London","","18 and over","","Number","Normal value",74
"2017/18","Estimated prevalence","Alcohol","Croydon","","18 and over","","Number","Normal value",3351
