Year,IncomeGroup,TypeofAidCode,TypeofAidText,SectorPurposeCode(CRScode),BroadSectorCode(DAC5code),SIDsector,AmountsExtended(£thousands),NetODA(£thousands)
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,5.9464,5.9464
2016,Other LICs,C01,Project-type interventions,15114,151,Government and Civil Society,5.9437,5.9437
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,5.9308,5.9308
2016,Other LICs,C01,Project-type interventions,12220,122,Health,5.8332,5.8332
2016,LDCs,C01,Project-type interventions,33120,331,Production Services,5.8224,5.8224
2016,LMICs,C01,Project-type interventions,32210,322,Production Services,5.7976,5.7976
2016,UMICs,C01,Project-type interventions,11130,111,Education,5.7912,5.7912
2016,UMICs,C01,Project-type interventions,11230,112,Education,5.7852,5.7852
2016,LMICs,C01,Project-type interventions,15110,151,Government and Civil Society,5.782,5.782
2016,LDCs,C01,Project-type interventions,15110,151,Government and Civil Society,5.775,5.775
2016,UMICs,C01,Project-type interventions,11120,111,Education,5.775,5.775
2016,UMICs,C01,Project-type interventions,41040,410,Multisector,5.7592,5.7592
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,5.7216,5.7216
2016,LMICs,C01,Project-type interventions,43030,430,Multisector,5.71,5.71
2016,UMICs,D02,Other technical assistance,41082,410,Multisector,5.7091,5.7091
2016,LDCs,C01,Project-type interventions,12182,121,Health,5.7,5.7
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,5.6991,5.6991
2016,LDCs,G01,Administrative costs not included elsewhere,91010,910,Admin,5.6541,5.6541
2016,0,C01,Project-type interventions,41082,410,Multisector,5.64,5.64
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,5.6147,5.6147
2016,0,C01,Project-type interventions,43082,430,Multisector,5.612,5.612
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,5.5876,5.5876
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,5.5453,5.5453
2016,LDCs,C01,Project-type interventions,15110,151,Government and Civil Society,5.5349,5.5349
2016,LMICs,C01,Project-type interventions,24040,240,Economic Infrastructure & Services,5.5345,5.5345
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,5.5223,5.5223
2016,LMICs,C01,Project-type interventions,15170,151,Government and Civil Society,5.5164,5.5164
2016,0,C01,Project-type interventions,15130,151,Government and Civil Society,5.5,5.5
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,5.5,5.5
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,5.4946,5.4946
2016,LDCs,C01,Project-type interventions,12110,121,Health,5.476,5.476
2016,LDCs,C01,Project-type interventions,32210,322,Production Services,5.46,5.46
2016,LMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,5.4587,5.4587
2016,LDCs,G01,Administrative costs not included elsewhere,91010,910,Admin,5.4494,5.4494
2016,0,C01,Project-type interventions,15111,151,Government and Civil Society,5.401,5.401
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,5.397,5.397
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,5.3518,5.3518
2016,LDCs,C01,Project-type interventions,43082,430,Multisector,5.3457,5.3457
2016,UMICs,C01,Project-type interventions,99810,998,Unallocated,5.3443,5.3443
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,5.3181,5.3181
2016,LMICs,C01,Project-type interventions,12230,122,Health,5.3101,5.3101
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,5.3016,5.3016
2016,LMICs,C01,Project-type interventions,15210,152,Government and Civil Society,5.3009,5.3009
2016,LMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,5.2756,5.2756
2016,UMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,5.2636,5.2636
2016,0,C01,Project-type interventions,32210,322,Production Services,5.263,5.263
2016,UMICs,D02,Other technical assistance,12191,121,Health,5.2629,5.2629
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,5.2542,5.2542
2016,LDCs,D02,Other technical assistance,12220,122,Health,5.2434,5.2434
2016,UMICs,C01,Project-type interventions,15111,151,Government and Civil Society,5.2378,5.2378
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,57.6738,5.2196
2016,LMICs,C01,Project-type interventions,15170,151,Government and Civil Society,5.2185,5.2185
2016,UMICs,C01,Project-type interventions,15210,152,Government and Civil Society,5.2,5.2
2016,LMICs,C01,Project-type interventions,15180,151,Government and Civil Society,5.1898,5.1898
2016,UMICs,C01,Project-type interventions,15210,152,Government and Civil Society,5.178,5.178
2016,0,C01,Project-type interventions,43082,430,Multisector,5.1767,5.1767
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,5.1762,5.1762
2016,LDCs,C01,Project-type interventions,15180,151,Government and Civil Society,5.1602,5.1602
2016,UMICs,C01,Project-type interventions,11420,114,Education,5.1384,5.1384
2016,LMICs,C01,Project-type interventions,15151,151,Government and Civil Society,5.1368,5.1368
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,5.1342,5.1342
2016,UMICs,C01,Project-type interventions,15150,151,Government and Civil Society,5.1203,5.1203
2016,UMICs,C01,Project-type interventions,16020,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,5.1007,5.1007
2016,LMICs,C01,Project-type interventions,15110,151,Government and Civil Society,5.0981,5.0981
2016,LMICs,C01,Project-type interventions,32210,322,Production Services,5.0981,5.0981
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,5.0943,5.0943
2016,LMICs,C01,Project-type interventions,12181,121,Health,5.0943,5.0943
2016,LDCs,C01,Project-type interventions,12110,121,Health,5.0798,5.0798
2016,UMICs,C01,Project-type interventions,24020,240,Economic Infrastructure & Services,5.0703,5.0703
2016,LMICs,C01,Project-type interventions,15153,151,Government and Civil Society,5.0535,5.0535
2016,0,C01,Project-type interventions,43082,430,Multisector,5.051,5.051
2016,0,C01,Project-type interventions,15113,151,Government and Civil Society,5.0469,5.0469
2016,0,C01,Project-type interventions,43082,430,Multisector,5.0405,5.0405
2016,LMICs,D02,Other technical assistance,12191,121,Health,5.0295,5.0295
2016,UMICs,D02,Other technical assistance,11110,111,Education,5.0102,5.0102
2016,UMICs,C01,Project-type interventions,11120,111,Education,5.0016,5.0016
2016,UMICs,C01,Project-type interventions,15153,151,Government and Civil Society,5.0008,5.0008
2016,LDCs,C01,Project-type interventions,41030,410,Multisector,5,5
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,5,5
2016,LDCs,C01,Project-type interventions,43040,430,Multisector,5,5
2016,0,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,5,5
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,5,5
2016,LDCs,C01,Project-type interventions,12110,121,Health,5,5
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,5,5
2016,LDCs,C01,Project-type interventions,33120,331,Production Services,5,5
2016,LMICs,C01,Project-type interventions,11120,111,Education,5,5
2016,LMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,5,5
2016,UMICs,C01,Project-type interventions,11120,111,Education,5,5
2016,UMICs,C01,Project-type interventions,16050,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,5,5
2016,0,H01,Development awareness,99820,998,Unallocated,5,5
2016,UMICs,C01,Project-type interventions,33110,331,Production Services,4.9999,4.9999
2016,UMICs,C01,Project-type interventions,43082,430,Multisector,4.9995,4.9995
2016,LDCs,C01,Project-type interventions,15210,152,Government and Civil Society,4.999,4.999
2016,0,C01,Project-type interventions,23310,233,Economic Infrastructure & Services,4.9983,4.9983
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,4.9975,4.9975
2016,LMICs,C01,Project-type interventions,15151,151,Government and Civil Society,4.9735,4.9735
2016,UMICs,C01,Project-type interventions,15150,151,Government and Civil Society,4.9721,4.9721
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,4.9581,4.9581
2016,0,C01,Project-type interventions,15170,151,Government and Civil Society,4.9484,4.9484
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.9125,4.9125
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.895,4.895
2016,LDCs,C01,Project-type interventions,43040,430,Multisector,4.8921,4.8921
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.878,4.878
2016,LDCs,C01,Project-type interventions,13010,130,Health,4.874,4.874
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.8696,4.8696
2016,UMICs,C01,Project-type interventions,15111,151,Government and Civil Society,4.8622,4.8622
2016,LMICs,C01,Project-type interventions,15153,151,Government and Civil Society,4.86,4.86
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,4.8254,4.8254
2016,LMICs,C01,Project-type interventions,15113,151,Government and Civil Society,4.8168,4.8168
2016,UMICs,D02,Other technical assistance,12281,122,Health,4.8087,4.8087
2016,LMICs,C01,Project-type interventions,15210,152,Government and Civil Society,4.8045,4.8045
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,4.8,4.8
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,4.7964,4.7964
2016,LMICs,C01,Project-type interventions,15170,151,Government and Civil Society,4.795,4.795
2016,UMICs,C01,Project-type interventions,12250,122,Health,4.769,4.769
2016,LMICs,C01,Project-type interventions,15210,152,Government and Civil Society,4.7673,4.7673
2016,LMICs,C01,Project-type interventions,41030,410,Multisector,4.7498,4.7498
2016,LDCs,C01,Project-type interventions,15110,151,Government and Civil Society,4.743,4.743
2016,LMICs,C01,Project-type interventions,16020,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,4.7145,4.7145
2016,LMICs,C01,Project-type interventions,41030,410,Multisector,4.7,4.7
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,4.6917,4.6917
2016,LDCs,G01,Administrative costs not included elsewhere,91010,910,Admin,4.6782,4.6782
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,4.653,4.653
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.6391,4.6391
2016,LDCs,C01,Project-type interventions,24030,240,Economic Infrastructure & Services,4.6297,4.6297
2016,UMICs,C01,Project-type interventions,23210,232,Economic Infrastructure & Services,4.6269,4.6269
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,4.6083,4.6083
2016,LMICs,C01,Project-type interventions,33120,331,Production Services,4.5919,4.5919
2016,LDCs,C01,Project-type interventions,15170,151,Government and Civil Society,4.577,4.577
2016,LMICs,C01,Project-type interventions,15152,151,Government and Civil Society,4.5716,4.5716
2016,0,D02,Other technical assistance,12191,121,Health,4.5654,4.5654
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,4.56,4.56
2016,UMICs,D02,Other technical assistance,11430,114,Education,4.5578,4.5578
2016,LDCs,C01,Project-type interventions,24020,240,Economic Infrastructure & Services,4.5564,4.5564
2016,LMICs,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",15210,152,Government and Civil Society,4.55,4.55
2016,LMICs,C01,Project-type interventions,16063,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,4.5316,4.5316
2016,LMICs,C01,Project-type interventions,23110,231,Economic Infrastructure & Services,4.5138,4.5138
2016,LMICs,C01,Project-type interventions,15110,151,Government and Civil Society,4.5,4.5
2016,UMICs,C01,Project-type interventions,43082,430,Multisector,4.4726,4.4726
2016,0,C01,Project-type interventions,43082,430,Multisector,4.4462,4.4462
2016,LMICs,D02,Other technical assistance,13020,130,Health,4.4377,4.4377
2016,UMICs,C01,Project-type interventions,15152,151,Government and Civil Society,4.4035,4.4035
2016,0,D01,Donor country personnel,43082,430,Multisector,4.391,4.391
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,4.3869,4.3869
2016,LMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,4.3855,4.3855
2016,UMICs,C01,Project-type interventions,11220,112,Education,4.3531,4.3531
2016,LDCs,C01,Project-type interventions,43082,430,Multisector,4.3356,4.3356
2016,LMICs,C01,Project-type interventions,11120,111,Education,4.3138,4.3138
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.2797,4.2797
2016,LDCs,D02,Other technical assistance,12220,122,Health,4.2585,4.2585
2016,UMICs,C01,Project-type interventions,15210,152,Government and Civil Society,4.2436,4.2436
2016,0,C01,Project-type interventions,15113,151,Government and Civil Society,4.2211,4.2211
2016,UMICs,C01,Project-type interventions,41081,410,Multisector,4.1917,4.1917
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,4.182,4.182
2016,UMICs,C01,Project-type interventions,15150,151,Government and Civil Society,4.1701,4.1701
2016,LDCs,D02,Other technical assistance,15210,152,Government and Civil Society,4.167,4.167
2016,LDCs,C01,Project-type interventions,43082,430,Multisector,4.161,4.161
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,4.15,4.15
2016,LMICs,C01,Project-type interventions,41010,410,Multisector,4.1417,4.1417
2016,LDCs,C01,Project-type interventions,15230,152,Government and Civil Society,4.1379,4.1379
2016,LDCs,C01,Project-type interventions,15130,151,Government and Civil Society,4.1111,4.1111
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,4.1012,4.1012
2016,LMICs,C01,Project-type interventions,43082,430,Multisector,4.1,4.1
2016,LDCs,D02,Other technical assistance,12240,122,Health,4.0847,4.0847
2016,LMICs,C01,Project-type interventions,15110,151,Government and Civil Society,4.0805,4.0805
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,4.0723,4.0723
2016,LDCs,C01,Project-type interventions,11182,111,Education,4.0717,4.0717
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,4.0686,4.0686
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,4.0673,4.0673
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.0603,4.0603
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.0576,4.0576
2016,LMICs,C01,Project-type interventions,15210,152,Government and Civil Society,4.05,4.05
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,4.05,4.05
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,4.045,4.045
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,4.0281,4.0281
2016,LMICs,C01,Project-type interventions,12110,121,Health,4.0188,4.0188
2016,LMICs,C01,Project-type interventions,15170,151,Government and Civil Society,4.0001,4.0001
2016,LMICs,C01,Project-type interventions,33120,331,Production Services,4,4
2016,UMICs,C01,Project-type interventions,11130,111,Education,4,4
2016,LMICs,C01,Project-type interventions,15230,152,Government and Civil Society,4,4
2016,UMICs,C01,Project-type interventions,15230,152,Government and Civil Society,4,4
2016,UMICs,D02,Other technical assistance,12110,121,Health,3.9981,3.9981
2016,LDCs,D02,Other technical assistance,31163,311,Production Services,3.9854,3.9854
2016,LDCs,D02,Other technical assistance,13020,130,Health,3.9779,3.9779
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,3.9743,3.9743
2016,UMICs,C01,Project-type interventions,74010,740,Humantarian,3.955,3.955
2016,LDCs,C01,Project-type interventions,11220,112,Education,3.9387,3.9387
2016,UMICs,C01,Project-type interventions,15150,151,Government and Civil Society,3.933,3.933
2016,LMICs,E01,Scholarships/training in donor country,43081,430,Multisector,3.9231,3.9231
2016,LMICs,C01,Project-type interventions,15110,151,Government and Civil Society,3.9188,3.9188
2016,LMICs,C01,Project-type interventions,15152,151,Government and Civil Society,3.9187,3.9187
2016,LDCs,C01,Project-type interventions,15130,151,Government and Civil Society,3.9075,3.9075
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,3.9008,3.9008
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,3.883,3.883
2016,LDCs,C01,Project-type interventions,23110,231,Economic Infrastructure & Services,3.8827,3.8827
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,3.867,3.867
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,3.835,3.835
2016,LMICs,D02,Other technical assistance,12191,121,Health,3.833,3.833
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,3.8088,3.8088
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,3.8063,3.8063
2016,0,C01,Project-type interventions,31210,312,Production Services,3.7853,3.7853
2016,UMICs,D02,Other technical assistance,12250,122,Health,3.7706,3.7706
2016,LMICs,C01,Project-type interventions,32130,321,Production Services,3.7626,3.7626
2016,LDCs,C01,Project-type interventions,41030,410,Multisector,3.7367,3.7367
2016,LDCs,D02,Other technical assistance,12191,121,Health,3.7266,3.7266
2016,0,C01,Project-type interventions,12182,121,Health,3.7011,3.7011
2016,UMICs,C01,Project-type interventions,15153,151,Government and Civil Society,3.7,3.7
2016,LMICs,C01,Project-type interventions,41081,410,Multisector,3.6897,3.6897
2016,LDCs,C01,Project-type interventions,11220,112,Education,3.6861,3.6861
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,3.6661,3.6661
2016,LDCs,C01,Project-type interventions,15130,151,Government and Civil Society,3.655,3.655
2016,LMICs,C01,Project-type interventions,23220,232,Economic Infrastructure & Services,3.6469,3.6469
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,3.6281,3.6281
2016,UMICs,C01,Project-type interventions,15220,152,Government and Civil Society,3.6176,3.6176
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,3.6161,3.6161
2016,LDCs,C01,Project-type interventions,15210,152,Government and Civil Society,3.616,3.616
2016,Other LICs,C01,Project-type interventions,15170,151,Government and Civil Society,3.6089,3.6089
2016,0,C01,Project-type interventions,15170,151,Government and Civil Society,3.596,3.596
2016,LMICs,C01,Project-type interventions,15170,151,Government and Civil Society,3.5862,3.5862
2016,LDCs,D02,Other technical assistance,12191,121,Health,3.5843,3.5843
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,3.579,3.579
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,3.5734,3.5734
2016,0,D02,Other technical assistance,43082,430,Multisector,3.5548,3.5548
2016,UMICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,3.5491,3.5491
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,3.5465,3.5465
2016,UMICs,C01,Project-type interventions,15150,151,Government and Civil Society,3.538,3.538
2016,LDCs,C01,Project-type interventions,23182,231,Economic Infrastructure & Services,3.5355,3.5355
2016,LDCs,C01,Project-type interventions,15111,151,Government and Civil Society,3.5296,3.5296
2016,0,C01,Project-type interventions,11110,111,Education,3.5229,3.5229
2016,UMICs,D02,Other technical assistance,12191,121,Health,3.5053,3.5053
2016,LMICs,D02,Other technical assistance,12182,121,Health,3.5,3.5
2016,LDCs,D02,Other technical assistance,15150,151,Government and Civil Society,3.5,3.5
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,3.5,3.5
2016,0,C01,Project-type interventions,25020,250,Economic Infrastructure & Services,3.495,3.495
2016,Other LICs,D02,Other technical assistance,12191,121,Health,3.4719,3.4719
2016,LMICs,D02,Other technical assistance,12191,121,Health,3.4698,3.4698
2016,LMICs,C01,Project-type interventions,74010,740,Humantarian,3.4458,3.4458
2016,LMICs,D02,Other technical assistance,43081,430,Multisector,3.405,3.405
2016,LDCs,D02,Other technical assistance,13020,130,Health,3.3851,3.3851
2016,UMICs,C01,Project-type interventions,15150,151,Government and Civil Society,3.375,3.375
2016,UMICs,C01,Project-type interventions,32210,322,Production Services,3.372,3.372
2016,LDCs,G01,Administrative costs not included elsewhere,91010,910,Admin,3.3578,3.3578
2016,UMICs,D02,Other technical assistance,12191,121,Health,3.3479,3.3479
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,3.3168,3.3168
2016,UMICs,D02,Other technical assistance,12182,121,Health,3.3129,3.3129
2016,LDCs,D02,Other technical assistance,12250,122,Health,3.3033,3.3033
2016,LDCs,C01,Project-type interventions,41030,410,Multisector,3.299,3.299
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,3.2977,3.2977
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,3.29,3.29
2016,LDCs,G01,Administrative costs not included elsewhere,91010,910,Admin,3.2802,3.2802
2016,UMICs,C01,Project-type interventions,15210,152,Government and Civil Society,3.2739,3.2739
2016,LDCs,C01,Project-type interventions,15114,151,Government and Civil Society,3.2553,3.2553
2016,Other LICs,D02,Other technical assistance,12191,121,Health,3.2289,3.2289
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,3.2282,3.2282
2016,UMICs,C01,Project-type interventions,16020,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,3.1888,3.1888
2016,LMICs,C01,Project-type interventions,15113,151,Government and Civil Society,3.1716,3.1716
2016,LDCs,C01,Project-type interventions,14030,140,WASH,3.1685,3.1685
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,3.1506,3.1506
2016,LMICs,D02,Other technical assistance,12191,121,Health,3.115,3.115
2016,LDCs,C01,Project-type interventions,15114,151,Government and Civil Society,3.1059,3.1059
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,3.1,3.1
2016,LDCs,D02,Other technical assistance,15113,151,Government and Civil Society,3.0973,3.0973
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,3.08,3.08
2016,UMICs,C01,Project-type interventions,16062,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,3.056,3.056
2016,LMICs,C01,Project-type interventions,12110,121,Health,3.0548,3.0548
2016,LMICs,D02,Other technical assistance,12191,121,Health,3.0233,3.0233
2016,LMICs,D02,Other technical assistance,43081,430,Multisector,3.013,3.013
2016,Other LICs,C01,Project-type interventions,72010,720,Humantarian,3,3
2016,LDCs,C01,Project-type interventions,15170,151,Government and Civil Society,3,3
2016,UMICs,C01,Project-type interventions,21010,210,Economic Infrastructure & Services,3,3
2016,UMICs,C01,Project-type interventions,14010,140,WASH,2.9977,2.9977
2016,LMICs,D02,Other technical assistance,12191,121,Health,2.9928,2.9928
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,2.9894,2.9894
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,2.979,2.979
2016,0,C01,Project-type interventions,41010,410,Multisector,2.941,2.941
2016,UMICs,C01,Project-type interventions,41020,410,Multisector,2.9308,2.9308
2016,LMICs,C01,Project-type interventions,41081,410,Multisector,2.9298,2.9298
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,2.9268,2.9268
2016,LMICs,C01,Project-type interventions,43030,430,Multisector,2.9264,2.9264
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,2.92,2.92
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,2.9162,2.9162
2016,LDCs,C01,Project-type interventions,15114,151,Government and Civil Society,2.9162,2.9162
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,2.91,2.91
2016,LDCs,C01,Project-type interventions,15113,151,Government and Civil Society,2.9016,2.9016
2016,LMICs,C01,Project-type interventions,41010,410,Multisector,2.8932,2.8932
2016,0,D01,Donor country personnel,12110,121,Health,2.89,2.89
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,2.867,2.867
2016,UMICs,C01,Project-type interventions,15240,152,Government and Civil Society,2.856,2.856
2016,LMICs,C01,Project-type interventions,15113,151,Government and Civil Society,2.8412,2.8412
2016,LMICs,C01,Project-type interventions,15210,152,Government and Civil Society,2.8378,2.8378
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,2.8275,2.8275
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,2.7741,2.7741
2016,LMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,2.7563,2.7563
2016,UMICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,2.751,2.751
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,2.75,2.75
2016,LMICs,D02,Other technical assistance,11110,111,Education,2.735,2.735
2016,0,C01,Project-type interventions,21010,210,Economic Infrastructure & Services,2.7267,2.7267
2016,LMICs,C01,Project-type interventions,41030,410,Multisector,2.7079,2.7079
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,2.6857,2.6857
2016,LMICs,C01,Project-type interventions,15170,151,Government and Civil Society,2.6786,2.6786
2016,LDCs,C01,Project-type interventions,15130,151,Government and Civil Society,2.6666,2.6666
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,2.6371,2.6371
2016,UMICs,C01,Project-type interventions,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,2.6319,2.6319
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,2.6298,2.6298
2016,LDCs,C01,Project-type interventions,15114,151,Government and Civil Society,2.6173,2.6173
2016,0,C01,Project-type interventions,15230,152,Government and Civil Society,2.6004,2.6004
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,2.5892,2.5892
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,2.5875,2.5875
2016,LMICs,C01,Project-type interventions,13040,130,Health,2.5709,2.5709
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,2.5623,2.5623
2016,0,C01,Project-type interventions,15153,151,Government and Civil Society,2.5452,2.5452
2016,UMICs,C01,Project-type interventions,32210,322,Production Services,2.539,2.539
2016,UMICs,D02,Other technical assistance,11430,114,Education,2.5381,2.5381
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,2.5281,2.5281
2016,LMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,2.5216,2.5216
2016,LMICs,C01,Project-type interventions,32167,321,Production Services,2.5198,2.5198
2016,LDCs,C01,Project-type interventions,14010,140,WASH,2.5138,2.5138
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,2.5031,2.5031
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,2.4563,2.4563
2016,UMICs,C01,Project-type interventions,21010,210,Economic Infrastructure & Services,2.4435,2.4435
2016,LMICs,C01,Project-type interventions,15210,152,Government and Civil Society,2.428,2.428
2016,0,C01,Project-type interventions,15160,151,Government and Civil Society,2.4226,2.4226
2016,0,C01,Project-type interventions,43082,430,Multisector,2.4106,2.4106
2016,LDCs,C01,Project-type interventions,43082,430,Multisector,2.4,2.4
2016,LDCs,C01,Project-type interventions,15220,152,Government and Civil Society,2.398,2.398
2016,UMICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,2.394,2.394
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,2.3929,2.3929
2016,LDCs,C01,Project-type interventions,12182,121,Health,2.389,2.389
2016,Other LICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,2.3458,2.3458
2016,UMICs,C01,Project-type interventions,33120,331,Production Services,2.3,2.3
2016,0,C01,Project-type interventions,12182,121,Health,2.3,2.3
2016,LMICs,C01,Project-type interventions,72010,720,Humantarian,2.2944,2.2944
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,2.28,2.28
2016,UMICs,C01,Project-type interventions,11120,111,Education,2.2798,2.2798
2016,UMICs,C01,Project-type interventions,24020,240,Economic Infrastructure & Services,2.25,2.25
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,2.2473,2.2473
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,2.2359,2.2359
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,2.2261,2.2261
2016,LMICs,D02,Other technical assistance,41082,410,Multisector,2.2214,2.2214
2016,LMICs,D02,Other technical assistance,43082,430,Multisector,2.2214,2.2214
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,2.22,2.22
2016,LDCs,C01,Project-type interventions,15152,151,Government and Civil Society,2.2055,2.2055
